https://zkm.de/de/veranstaltung/2019/03/open-data-day	Im Rahmen des »Open Data Day« lädt das Open Knowledge Lab Karlsruhe gemeinsam mit der Stadt Karlsruhe und dem ZKM dazu ein, sich in der Ausstellung »Open Codes« zu offenen Daten auszutauschen – den Schlüsselressourcen für gesellschaftliche und wirtschaftliche Aktivitäten im digitalen Zeitalter. Auf der ganzen Welt finden am 2. März 2019 Veranstaltungen rund um offene Daten statt – auch in Karlsruhe. Offene Daten (nicht nur von den öffentlichen Verwaltungen) und die Tools, um sie auszuwerten schaffen Transparenz und ermöglichen demokratische Partizipation durch eine informierte gesellschaftliche Entscheidungsfindung. Um genau das zu unterstützen, lädt das Open Knowledge Lab Karlsruhe zum fünften Mal interessierte Menschen zum Kennenlernen und zum Austausch ein. Unabhängig vom Alter und technischen Fähigkeiten – beim »Open Data Day« kann jede/jeder mitmachen – egal ob du noch nie von offenen Daten gehört hast oder schon seit Jahren dabei bist. Wir starten den »Open Data Day« um 11:00 Uhr mit einer Einführung in die Welt der offenen Daten am Beispiel aktueller Projekte wie »Offene Gesetze« und »Topf-Secret«. Anschließend zeigen wir in einem lockeren Ablauf mit einer Reihe kleiner Werkschauen, welche Projekte im OK Lab bearbeitet wurden und werden. Ein Schwerpunkt ist die Arbeit mit den offenen Daten, die die Stadt Karlsruhe in ihrem Transzparenzportal zur Verfügung stellt. Wir zeigen erste Projekte zu diesen Daten, mit denen wir im Laufe des Jahren im Rahmen von offenen Transparenzcafes weiter arbeiten werden. Ein Überblick über die aktuellen und geplanten digitalen Beteiligungs- und Informationsmöglichkeiten der Stadt macht deutlich, dass Karlsruhe hier auf dem richtigen Weg ist. Zwischendurch kann gefragt, diskutiert und ausprobiert werden – wir haben einige Notebooks vorrätig und Ihr könnt gerne Eure eigenen mitbringen.
https://codefor.de/karlsruhe/	Hi, wir sind das OK Lab Karlsruhe!  Wir sind Menschen, die Karlsruhe mit digitalen Werkzeugen verbessern wollen. Jeden Monat veranstalten wir das Code for Karlsruhe Meetup, bei dem Projekte vorgestellt, interessanten Vorträgen gelauscht und zusammen diskutiert und gebastelt wird. Du bist Coder*in, Designer*in, Journalist*in, politisch aktiv oder einfach nur interessiert? Prima! Lass uns zusammen die Stadt voran bringen! Neu: Zusammen mit dem ZKM veranstalten wir aktuell eine Workshopreihe, das Citizens’ Knowledge Lab. Dort erarbeiten wir Methoden und digitale Werkzeuge, von Datenanalyse bis Community Building.
https://opendataday.org/#map	Der Open Data Day ist eine jährlich stattfindende Veranstaltung, um international auf die Bedeutung offener Daten hinzuweisen. Zum neunten Mal werden lokale Interessensgruppen rund um die Welt durch verschiedene Aktivitäten auf die Bedeutung offener Daten hinweisen. Der Open Data Day ist eine gute Gelegenheit auf die Vorteile offener Daten hinzuweisen und den Stellenwert innerhalb von Verwaltung, der Wirtschaft und der Zivilgesellschaft zu erhöhen.
https://okfn.de/	Wir setzen uns für offenes Wissen und demokratische Teilhabe ein. Dafür entwickeln wir Technologien und Instrumente und stärken so die Zivilgesellschaft.
https://okfn.de/projekte/fragdenstaat/	In einer Demokratie ist es notwendig, dass sich Bürgerinnen frei über Regierungshandeln informieren können. Mit dem Informationsfreiheitsgesetz hat jede Person unabhängig von Alter oder Herkunft das Recht, Dokumente bei Behörden anzufragen. Mit der Online-Plattform FragDenStaat unterstützen wir Bürgerinnen dabei, ihr Recht auf Zugang zu Informationen von deutschen Behörden wahrzunehmen. Bürgerinnen müssen sich nicht mehr durch den Gesetzesdschungel der Bundesländer und dem Bund arbeiten, um eine Anfrage zu stellen. Anfragen und Antworten erscheinen transparent online. Schon im Jahr der Gründung des Projektes hat sich die Anzahl der Informationsanfragen in Deutschland verdoppelt.
https://okfn.de/projekte/demokratielabore/	 Wie können wir Kinder und Jugendliche heute befähigen, zu Gestaltenden unserer Gesellschaft von morgen zu werden? Was macht Jugendliche als Akteurinnen sichtbarer? Welche Rolle spielen hierbei digitale Mittel? Und wie gelingt Teilhabe auf digitaler und sozialer Ebene?
https://okfn.de/projekte/jugendhackt/	Jugend hackt ist ein Programm zur Förderung des Programmiernachwuchses im deutschsprachigen Raum: Unter dem Motto „Mit Code die Welt verbessern“ tüfteln die Teilnehmenden jeweils ein Wochenende lang gemeinsam mit der Hilfe ehrenamtlicher Mentor*innen an Prototypen, digitalen Werkzeugen und Konzepten für ihre Vision einer besseren Gesellschaft. Seit 2013 veranstalten wir Jugend hackt in Zusammenarbeit mit mediale pfade.org e.V.. Die anhaltend große Nachfrage hat 2015 dazu geführt, dass neben dem Hauptevent in Berlin auch zusätzliche vier Events in Dresden, Ulm, Köln und Hamburg stattfanden. 2016 kamen mit Linz und Zürich auch erstmalig Veranstaltungen in Österreich und der Schweiz hinzu. Außerdem freuen wir uns, dass es zusammen mit dem Goethe-Institut seit 2016 möglich ist, einige Teilnehmende aus Deutschland im Rahmens des Programms „Vernetzte Welten“ zu Events in Ostasien mitnehmen zu können.
https://okfn.de/projekte/codeforde/	Code For Germany ist ein Netzwerk von Gruppen ehrenamtlich engagierter Freiwilliger (Labs), die ihre Fähigkeiten nutzen, um ihre Städte und das gesellschaftliche Miteinander positiv zu gestalten. Sie setzen sich für mehr Transparenz, Offene Daten und Partizipation in ihren Städten ein. Sie vermitteln insbesondere zwischen Zivilgesellschaft, Verwaltung und Politik und nutzen ihre Fähigkeiten, um die Kommunikation zwischen diesen zu verbessern und notwendige Impulse zu setzen, damit die Möglichkeiten der offenen und freien Digitalisierung so vielen Menschen wie möglich zugute kommen.
https://codefor.de/	Jede Woche treffen sich in ganz Deutschland Teams zu ihren Projekten für Code for Germany. Sie arbeiten gemeinsam an nützlichen Anwendungen und Visualisierungen rund um offene Daten und digitale Werkzeuge für Bürgerinnen. Diese lokalen Gruppen nennen wir Labs.  Die Labs bestehen aus Interessierten zu Open Data. Dazu gehören auch Programmiererinnen und Designer. Sie erproben, wie Daten und Software dabei helfen können die Städte und Nachbarschaften zu verbessern. Dazu wird Code für Dienste geschrieben und bestehende Daten so aufbereitet, dass sie von allen genutzt werden können.  Wo gerade welche Anwendungen und Projekte entstehen, wann das nächste Treffen stattfindet und wie man mitmachen kann, erfährst Du durch einen Klick auf die jeweilige Stadt.
https://codefor.de/karlsruhe/	Hi, wir sind das OK Lab Karlsruhe!  Wir sind Menschen, die Karlsruhe mit digitalen Werkzeugen verbessern wollen. Jeden Monat veranstalten wir das Code for Karlsruhe Meetup, bei dem Projekte vorgestellt, interessanten Vorträgen gelauscht und zusammen diskutiert und gebastelt wird. Du bist Coder*in, Designer*in, Journalist*in, politisch aktiv oder einfach nur interessiert? Prima! Lass uns zusammen die Stadt voran bringen! Neu: Zusammen mit dem ZKM veranstalten wir aktuell eine Workshopreihe, das Citizens’ Knowledge Lab. Dort erarbeiten wir Methoden und digitale Werkzeuge, von Datenanalyse bis Community Building.
